name,value,year,lastValue
"""Middle Class""",345,2018.1,343
"""Middle Class""",365,2018.2,345
"""Middle Class""",370,2018.3,365
"""Middle Class""",376,2018.4,370
"""Middle Class""",379,2018.5,376
"""Middle Class""",384,2018.6,379
"""Middle Class""",389,2018.7,384
"""Middle Class""",397,2018.8,389
"""Middle Class""",417,2018.9,397
"""Middle Class""",419,2019,417
"""Middle Class""",423,2019.1,419
"""Middle Class""",426,2019.2,423
"""Middle Class""",427,2019.3,426
"""Pension""",8,2016,0
"""Pension""",26,2016.1,8
"""Pension""",44,2016.2,26
"""Pension""",46,2016.3,44
"""Pension""",56,2016.4,46
"""Pension""",68,2016.5,56
"""Pension""",81,2016.6,68
"""Pension""",85,2016.7,81
"""Pension""",184,2016.8,85
"""Pension""",364,2016.9,184
"""Pension""",374,2017,364
"""Pension""",374,2017.1,374
"""Pension""",389,2017.2,374
"""Pension""",394,2017.3,389
"""Pension""",394,2017.4,394
"""Pension""",394,2017.5,394
"""Pension""",394,2017.6,394
"""Pension""",402,2017.7,394
"""Pension""",458,2017.8,402
"""Pension""",489,2017.9,458
"""Pension""",503,2018,489
"""Pension""",513,2018.1,503
"""Pension""",546,2018.2,513
"""Pension""",555,2018.3,546
"""Pension""",565,2018.4,555
"""Pension""",584,2018.5,565
"""Pension""",598,2018.6,584
"""Pension""",616,2018.7,598
"""Pension""",640,2018.8,616
"""Pension""",681,2018.9,640
"""Pension""",687,2019,681
"""Pension""",694,2019.1,687
"""Pension""",707,2019.2,694
"""Pension""",711,2019.3,707
"""Union""",1,2016,0
"""Union""",4,2016.1,1
"""Union""",101,2016.2,4
"""Union""",115,2016.3,101
"""Union""",129,2016.4,115
"""Union""",162,2016.5,129
"""Union""",177,2016.6,162
"""Union""",217,2016.7,177
"""Union""",240,2016.8,217
"""Union""",356,2016.9,240
"""Union""",414,2017,356
"""Union""",415,2017.1,414
"""Union""",526,2017.2,415
"""Union""",532,2017.3,526
"""Union""",532,2017.4,532
"""Union""",532,2017.5,532
"""Union""",532,2017.6,532
"""Union""",542,2017.7,532
"""Union""",576,2017.8,542
"""Union""",594,2017.9,576
"""Union""",611,2018,594
"""Union""",628,2018.1,611
"""Union""",649,2018.2,628
"""Union""",657,2018.3,649
"""Union""",674,2018.4,657
"""Union""",706,2018.5,674
"""Union""",725,2018.6,706
"""Union""",733,2018.7,725
"""Union""",772,2018.8,733
"""Union""",832,2018.9,772
"""Union""",841,2019,832
"""Union""",846,2019.1,841
"""Union""",867,2019.2,846
"""Union""",870,2019.3,867
"""Equality""",11,2016,0
"""Equality""",17,2016.1,11
"""Equality""",65,2016.2,17
"""Equality""",93,2016.3,65
"""Equality""",110,2016.4,93
"""Equality""",148,2016.5,110
"""Equality""",171,2016.6,148
"""Equality""",192,2016.7,171
"""Equality""",233,2016.8,192
"""Equality""",260,2016.9,233
"""Equality""",274,2017,260
"""Equality""",277,2017.1,274
"""Equality""",296,2017.2,277
"""Equality""",318,2017.3,296
"""Equality""",318,2017.4,318
"""Equality""",318,2017.5,318
"""Equality""",318,2017.6,318
"""Equality""",327,2017.7,318
"""Equality""",358,2017.8,327
"""Equality""",378,2017.9,358
"""Equality""",405,2018,378
"""Equality""",413,2018.1,405
"""Equality""",432,2018.2,413
"""Equality""",447,2018.3,432
"""Equality""",466,2018.4,447
"""Equality""",499,2018.5,466
"""Equality""",508,2018.6,499
"""Equality""",524,2018.7,508
"""Equality""",549,2018.8,524
"""Equality""",592,2018.9,549
"""Equality""",603,2019,592
"""Equality""",609,2019.1,603
"""Equality""",626,2019.2,609
"""Equality""",630,2019.3,626
"""Corporation""",6,2016,0
"""Corporation""",16,2016.1,6
"""Corporation""",41,2016.2,16
"""Corporation""",59,2016.3,41
"""Corporation""",86,2016.4,59
"""Corporation""",113,2016.5,86
"""Corporation""",137,2016.6,113
"""Corporation""",146,2016.7,137
"""Corporation""",190,2016.8,146
"""Corporation""",229,2016.9,190
"""Corporation""",285,2017,229
"""Corporation""",285,2017.1,285
"""Corporation""",316,2017.2,285
"""Corporation""",351,2017.3,316
"""Corporation""",351,2017.4,351
"""Corporation""",351,2017.5,351
"""Corporation""",351,2017.6,351
"""Corporation""",359,2017.7,351
"""Corporation""",401,2017.8,359
"""Corporation""",426,2017.9,401
"""Corporation""",431,2018,426
"""Corporation""",435,2018.1,431
"""Corporation""",464,2018.2,435
"""Corporation""",473,2018.3,464
"""Corporation""",493,2018.4,473
"""Corporation""",525,2018.5,493
"""Corporation""",547,2018.6,525
"""Corporation""",561,2018.7,547
"""Corporation""",601,2018.8,561
"""Corporation""",683,2018.9,601
"""Corporation""",699,2019,683
"""Corporation""",718,2019.1,699
"""Corporation""",774,2019.2,718
"""Corporation""",783,2019.3,774
"""Refugee""",28,2016,0
"""Refugee""",36,2016.1,28
"""Refugee""",59,2016.2,36
"""Refugee""",71,2016.3,59
"""Refugee""",75,2016.4,71
"""Refugee""",81,2016.5,75
"""Refugee""",98,2016.6,81
"""Refugee""",110,2016.7,98
"""Refugee""",127,2016.8,110
"""Refugee""",138,2016.9,127
"""Refugee""",140,2017,138
"""Refugee""",150,2017.1,140
"""Refugee""",191,2017.2,150
"""Refugee""",212,2017.3,191
"""Refugee""",212,2017.4,212
"""Refugee""",212,2017.5,212
"""Refugee""",212,2017.6,212
"""Refugee""",220,2017.7,212
"""Refugee""",235,2017.8,220
"""Refugee""",239,2017.9,235
"""Refugee""",246,2018,239
"""Refugee""",248,2018.1,246
"""Refugee""",256,2018.2,248
"""Refugee""",268,2018.3,256
"""Refugee""",306,2018.4,268
"""Refugee""",318,2018.5,306
"""Refugee""",335,2018.6,318
"""Refugee""",339,2018.7,335
"""Refugee""",353,2018.8,339
"""Refugee""",381,2018.9,353
"""Refugee""",389,2019,381
"""Refugee""",395,2019.1,389
"""Refugee""",397,2019.2,395
"""Refugee""",403,2019.3,397
